url,university_code,university_name,province,region,admission_code,institution_type
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-khoa-hoc-dai-hoc-hue/,HUS,Đại Học Khoa Học – Đại Học Huế,Huế,Miền Trung - Tây Nguyên,DHT,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-bach-khoa-ha-noi/,HUST,Đại Học Bách Khoa Hà Nội,Hà Nội,Miền Bắc,BKA,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-cong-nghe-tphcm/,HUTECH,Đại học Công Nghệ TPHCM,Hồ Chí Minh,Miền Nam,DKC,Dân lập
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-bien-phong/,HVBP,Học Viện Biên Phòng,Hà Nội,Miền Bắc,BPH,Công lập
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-hai-quan/,HVHQ,Học Viện Hải Quân,Khánh Hoà,Miền Trung - Tây Nguyên,HQH,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-hung-vuong/,HVU,Đại Học Hùng Vương,Phú Thọ,Miền Bắc,THV,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-hung-vuong-tphcm/,HVUH,Đại học Hùng Vương - TPHCM,Hồ Chí Minh,Miền Nam,DHV,Dân lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-cong-nghe-thong-tin-va-truyen-thong-dai-hoc-thai-nguyen/,ICTU,Đại học Công Nghệ Thông Tin và Truyền Thông – Đại Học Thái Nguyên,Thái Nguyên,Miền Bắc,DCT,Công lập
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-quoc-te/,ISEF,Học viện Quốc tế,Hà Nội,Miền Bắc,AIS,Công lập
https://huongnghiep.hocmai.vn/diem-truong/khoa-quoc-te-dai-hoc-thai-nguyen/,ISTNU,Khoa Quốc Tế - Đại Học Thái Nguyên,Thái Nguyên,Miền Bắc,DTQ,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-cong-nghiep-tphcm/,IUH,Đại Học Công Nghiệp TPHCM,Hồ Chí Minh,Miền Nam,IUH,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-cong-nghiep-vinh/,IUV,Đại học Công nghiệp Vinh,Nghệ An,Miền Trung - Tây Nguyên,DCV,Dân lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-giang/,KGU,Đại học Kiên Giang,Kiên Giang,Miền Nam,TKG,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-lac-hong/,LHU,Đại Học Lạc Hồng,Đồng Nai,Miền Nam,DLH,Dân lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-luong-the-vinh/,LTVU,Đại Học Lương Thế Vinh,Hồ Chí Minh,Miền Bắc,DTV,Dân lập
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-hau-can-he-dan-su/,MAL,Học Viện Hậu Cần - Hệ Dân sự,Hà Nội,Miền Bắc,HEH,Công lập
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-hau-can-he-quan-su/,MAL,Học Viện Hậu Cần - Hệ Quân sự,Hà Nội,Miền Bắc,HEH,Công lập
https://huongnghiep.hocmai.vn/diem-truong/truong-si-quan-tang-thiet-giap/,MCTAO,Trường Sĩ  Quan Tăng – Thiết Giáp,Vĩnh Phúc,Miền Bắc,TGH,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-cuu-long/,MKU,Đại Học Cửu Long,Vĩnh Long,Miền Nam,DCL,Dân lập
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-khoa-hoc-quan-su-he-dan-su/,MSA,Học Viện Khoa Học Quân Sự - Hệ Dân sự,Hà Nội,Miền Bắc,NQH,Công lập
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-khoa-hoc-quan-su-he-quan-su/,MSA,Học Viện Khoa Học Quân Sự - Hệ Quân sự,Hà Nội,Miền Bắc,NQH,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-san-khau-dien-anh/,MSU,Đại Học Sân Khấu Điện Ảnh,Hà Nội,Miền Bắc,SKD,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-san-khau-dien-anh-tphcm/,MSU,"Đại Học Sân Khấu, Điện Ảnh TPHCM",Hồ Chí Minh,Miền Nam,DSD,Công lập
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ki-thuat-quan-su-he-dan-su/,MTA,Học Viện Kĩ Thuật Quân Sự - Hệ Dân sự,Hà Nội,Miền Bắc,KQH,Công lập
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ki-thuat-quan-su-he-quan-su/,MTA,Học Viện Kĩ Thuật Quân Sự - Hệ Quân sự,Hà Nội,Miền Bắc,KQH,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-xay-dung-mien-tay/,MTU,Đại Học Xây Dựng Miền Tây,Vĩnh Long,Miền Nam,MTU,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-van-hoa-nghe-thuat-quan-doi/,MUCA,Đại Học Văn Hóa – Nghệ Thuật Quân Đội,Hà Nội,Miền Bắc,ZNH,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-xay-dung-mien-trung/,MUCE,Đại Học Xây Dựng Miền Trung,Phú Yên,Miền Trung - Tây Nguyên,XDT,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-cong-nghe-mien-dong/,MUT,Đại học Công nghệ Miền Đông,Đồng Nai,Miền Nam,MIT,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kinh-te-nghe-an/,NACE,Đại học Kinh Tế Nghệ An,Nghệ An,Miền Trung - Tây Nguyên,CEA,Công lập
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-quan-ly-giao-duc/,NAEM,Học Viện Quản Lý Giáo Dục,Hà Nội,Miền Bắc,HVQ,Công lập
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-hanh-chinh-quoc-gia-phia-bac/,NAPA,Học Viện Hành Chính Quốc Gia (phía Bắc),Hà Nội,Miền Bắc,HCH,Công lập
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-hanh-chinh-quoc-gia-phia-nam/,NAPA,Học Viện Hành Chính Quốc Gia (phía Nam),Hồ Chí Minh,Miền Nam,HCS,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-nam-can-tho/,NCTU,Đại học Nam Cần Thơ,Cần Thơ,Miền Nam,DNC,Dân lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-dieu-duong-nam-dinh/,NDUN,Đại Học Điều Dưỡng Nam Định,Nam Định,Miền Bắc,YDD,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kinh-te-quoc-dan/,NEU,Đại Học Kinh Tế Quốc Dân,Hà Nội,Miền Bắc,KHA,Công lập
https://huongnghiep.hocmai.vn/diem-truong/truong-si-quan-luc-quan-2-dai-hoc-nguyen-hue/,NHU,Trường Sĩ Quan Lục Quân 2 - Đại học Nguyễn Huệ,Đồng Nai,Miền Nam,LBH,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-nong-lam-tphcm/,NLU,Đại Học Nông Lâm TPHCM,Hồ Chí Minh,Miền Nam,DBG,Công lập
https://huongnghiep.hocmai.vn/diem-truong/phan-hieu-dai-hoc-nong-lam-tp-hcm-tai-gia-lai/,NLU,Phân hiệu Đại học Nông Lâm TP. HCM tại Gia Lai,Gia Lai,Miền Trung - Tây Nguyên,NLG,Công lập
https://huongnghiep.hocmai.vn/diem-truong/phan-hieu-dai-hoc-nong-lam-tp-hcm-tai-ninh-thuan/,NLU,Phân hiệu Đại học Nông Lâm TP. HCM tại Ninh Thuận,Ninh Thuận,Miền Trung - Tây Nguyên,NLS,Công lập
https://huongnghiep.hocmai.vn/diem-truong/truong-si-quan-cong-binh-he-dan-su-dai-hoc-ngo-quyen/,NQU,Đại học Ngô Quyền,Bình Dương,Miền Nam,SNH,Công lập
https://huongnghiep.hocmai.vn/diem-truong/truong-si-quan-cong-binh-he-dan-su-dai-hoc-ngo-quyen/,NQU,Trường Sĩ Quan Công Binh - Hệ Dân sự - Đại học Ngô Quyền,Bình Dương,Miền Nam,SNH,Công lập
https://huongnghiep.hocmai.vn/diem-truong/truong-si-quan-cong-binh-he-quan-su-dai-hoc-ngo-quyen/,NQU,Trường Sĩ Quan Công Binh - Hệ Quân sự - Đại học Ngô Quyền,Bình Dương,Miền Nam,SNH,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-nguyen-tat-thanh/,NTTU,Đại Học Nguyễn Tất Thành,Hồ Chí Minh,Miền Nam,NTT,Dân lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-nguyen-trai/,NTU,Đại Học Nguyễn Trãi,Hà Nội,Miền Bắc,NTU,Dân lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-nha-trang/,NTU,Đại Học Nha Trang,Khánh Hòa,Miền Trung - Tây Nguyên,TSN,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-su-pham-nghe-thuat-trung-uong/,NUAE,Đại Học Sư Phạm Nghệ Thuật Trung Ương,Hà Nội,Miền Bắc,GNT,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-xay-dung-ha-noi/,NUCE,Đại Học Xây Dựng Hà Nội,Hà Nội,Miền Bắc,XDA,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-su-pham-ky-thuat-nam-dinh/,NUTE,Đại Học Sư Phạm Kỹ Thuật Nam Định,Nam Định,Miền Bắc,SKN,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-mo-tphcm/,OU,Đại Học Mở TPHCM,Hồ Chí Minh,Miền Nam,MBS,Công lập
https://huongnghiep.hocmai.vn/diem-truong/truong-si-quan-dac-cong/,OVSF,Trường Sĩ Quan Đặc Công,Hà Nội,Miền Bắc,DCH,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-phong-chay-chua-chay-he-dan-su-phia-bac/,PCCC,Đại Học Phòng Cháy Chữa Cháy ( Hệ Dân sự Phía Bắc ),Hà Nội,Miền Bắc,PCH,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-phong-chay-chua-chay-phia-bac/,PCCC,Đại Học Phòng Cháy Chữa Cháy (Phía Bắc),Hà Nội,Miền Bắc,PCH,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-phong-chay-chua-chay-he-dan-su-phia-nam/,PCCC,Đại Học Phòng Cháy Chữa Cháy (Hệ Dân sự Phía Nam),Đồng Nai,Miền Nam,PCH,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-phong-chay-chua-chay-phia-nam/,PCCC,Đại Học Phòng Cháy Chữa Cháy (phía Nam),Đồng Nai,Miền Nam,PCH,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-phan-chau-trinh/,PCTU,Đại Học Phan Châu Trinh,Quảng Nam,Miền Trung - Tây Nguyên,DPC,Dân lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-dan-lap-phuong-dong/,PDU,Đại Học Dân Lập Phương Đông,Hà Nội,Miền Bắc,DPD,Dân lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-pham-van-dong/,PDU,Đại Học Phạm Văn Đồng,Quảng Ngãi,Miền Trung - Tây Nguyên,DPQ,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-y-khoa-pham-ngoc-thach/,PNTU,Đại Học Y Khoa Phạm Ngọc Thạch,Hồ Chí Minh,Miền Nam,TYS,Công lập
https://huongnghiep.hocmai.vn/diem-truong/truong-si-quan-chinh-tri-dai-hoc-chinh-tri/,POC,Trường Sĩ Quan Chính Trị - Đại Học Chính Trị,Hà Nội,Miền Bắc,LCH,Công lập
https://huongnghiep.hocmai.vn/diem-truong/truong-si-quan-chinh-tri-he-dan-su/,POC,Trường Sĩ quan Chính trị (hệ dân sự),Hà Nội,Miền Bắc,LCH,Công lập
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-canh-sat-nhan-dan/,PPA,Học Viện Cảnh Sát Nhân Dân,Hà Nội,Miền Bắc,CSH,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-canh-sat-nhan-dan/,PPU,Đại Học Cảnh Sát Nhân Dân,Hồ Chí Minh,Miền Nam,CSS,Công lập
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-an-ninh-nhan-dan/,PSA,Học Viện An Ninh Nhân Dân,Hà Nội,Miền Bắc,ANH,Công lập
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-cong-nghe-buu-chinh-vien-thong-phia-bac/,PTIT,Học Viện Công Nghệ Bưu Chính Viễn Thông (Phía Bắc),Hà Nội,Miền Bắc,BVH,Công lập
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-cong-nghe-buu-chinh-vien-thong-phia-nam/,PTIT,Học Viện Công Nghệ Bưu Chính Viễn Thông (phía Nam),Hồ Chí Minh,Miền Nam,BVS,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-dau-khi-viet-nam/,PVU,Đại Học Dầu Khí Việt Nam,Bà Rịa - Vũng Tàu,Miền Nam,PVU,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-dan-lap-phu-xuan/,PXU,Đại Học Dân Lập Phú Xuân,Huế,Miền Trung - Tây Nguyên,DPX,Dân lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-phu-yen/,PYU,Đại Học Phú Yên,Phú Yên,Miền Trung - Tây Nguyên,DPY,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-quang-binh/,QBU,Đại Học Quảng Bình,Quảng Bình,Miền Trung - Tây Nguyên,DQB,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-quy-nhon/,QNU,Đại Học Quy Nhơn,Bình Định,Miền Trung - Tây Nguyên,DQN,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-quang-nam/,QNU,Đại Học Quảng Nam,Quảng Nam,Miền Trung - Tây Nguyên,DQU,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-quang-trung/,QTU,Đại Học Quang Trung,Bình Định,Miền Trung - Tây Nguyên,DQT,Dân lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-cong-nghiep-quang-ninh/,QUI,Đại Học Công Nghiệp Quảng Ninh,Quảng Ninh,Miền Bắc,DDM,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-quoc-te-rmit-viet-nam/,RMIT,Đại Học Quốc Tế RMIT Việt Nam,Hà Nội,Miền Bắc,RMU,Dân lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-sao-do/,SDU,Đại học Sao Đỏ,Hải Dương,Miền Bắc,SDU,Công lập
https://huongnghiep.hocmai.vn/diem-truong/truong-ngoai-ngu-dai-hoc-thai-nguyen/,SFL,Trường Ngoại Ngữ – Đại Học Thái Nguyên,Thái Nguyên,Miền Bắc,DTF,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-sai-gon/,SGU,Đại Học Sài Gòn,Hồ Chí Minh,Miền Nam,SGD,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-quoc-te-sai-gon/,SIU,Đại Học Quốc Tế Sài Gòn,Hồ Chí Minh,Miền Nam,TTQ,Dân lập
https://huongnghiep.hocmai.vn/diem-truong/khoa-y-dai-hoc-quoc-gia-tphcm/,SM,Khoa Y - Đại học Quốc Gia TPHCM,Hồ Chí Minh,Miền Nam,QSY,Công lập
https://huongnghiep.hocmai.vn/diem-truong/khoa-y-duoc-dai-hoc-da-nang/,SMP,Khoa Y Dược – Đại Học Đà Nẵng,Đà Nẵng,Miền Trung - Tây Nguyên,DDY,Công lập
https://huongnghiep.hocmai.vn/diem-truong/khoa-chinh-tri-hanh-chinh-dai-hoc-quoc-gia-tp-hcm/,SPAS,Khoa Chính trị - Hành chính (Đại học Quốc gia TP HCM),Hồ Chí Minh,Miền Nam,QSH,Công lập
https://huongnghiep.hocmai.vn/diem-truong/khoa-giao-duc-the-chat-dai-hoc-hue/,SPR-HU,Khoa Giáo Dục Thể Chất – Đại Học Huế,Huế,Miền Trung - Tây Nguyên,DHC,Công lập
https://huongnghiep.hocmai.vn/diem-truong/truong-si-quan-phao-binh/,SQPB,Trường Sĩ Quan Pháo Binh,Hà Nội,Miền Bắc,PBH,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-cong-nghe-sai-gon/,STU,Đại Học Công Nghệ Sài Gòn,Hồ Chí Minh,Miền Nam,DSG,Dân lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-thai-binh-duong/,TBDU,Đại Học Thái Bình Dương,Khánh hoà,Miền Trung - Tây Nguyên,TBD,Dân lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-thai-binh/,TBU,Đại Học Thái Bình,Thái Bình,Miền Bắc,DTB,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-y-duoc-thai-binh/,TBUMP,Đại Học Y Dược Thái Bình,Thái Bình,Miền Bắc,YTB,Công lập
https://huongnghiep.hocmai.vn/diem-truong/truong-si-quan-thong-tin-he-dan-su-dai-hoc-thong-tin-lien-lac/,TCU,Trường Sĩ Quan Thông Tin - Hệ Dân Sự - Đại Học Thông Tin Liên Lạc,Khánh Hoà,Miền Trung - Tây Nguyên,TTH,Công lập
https://huongnghiep.hocmai.vn/diem-truong/truong-si-quan-thong-tin-he-quan-su-dai-hoc-thong-tin-lien-lac/,TCU,Trường Sĩ Quan Thông Tin - Hệ Quân sự - Đại Học Thông Tin Liên Lạc,Khánh Hoà,Miền Trung - Tây Nguyên,TTH,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-thu-dau-mot/,TDMU,Đại học Thủ Dầu Một,Bình Dương,Miền Nam,TDM,Công lập
https://huongnghiep.hocmai.vn/diem-truong/truong-si-quan-ki-thuat-quan-su-he-quan-su-dai-hoc-tran-dai-nghia/,TDNU,Trường Sĩ Quan Kĩ Thuật Quân Sự -  Hệ Quân sự - Đại Học Trần Đại Nghĩa,Đồng Nai,Miền Nam,VPH,Công lập
https://huongnghiep.hocmai.vn/diem-truong/truong-si-quan-ki-thuat-quan-su-he-dan-su-dai-hoc-tran-dai-nghia/,TDNU,Trường Sĩ Quan Kĩ Thuật Quân Sự - Hệ Dân sự - Đại Học Trần Đại Nghĩa,Đồng Nai,Miền Nam,VPH,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-ton-duc-thang/,TDTU,Đại Học Tôn Đức Thắng,Hồ Chí Minh,Miền Nam,DTT,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-thanh-do/,TDU,Đại học Thành Đô,Hà Nội,Miền Bắc,TDD,Dân lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-thanh-dong/,TDU,Đại Học Thành Đông,Hải Dương,Miền Bắc,DDB,Dân lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-tay-do/,TDU,Đại Học Tây Đô,Cần Thơ,Miền Nam,DTD,Dân lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-tien-giang/,TGU,Đại Học Tiền Giang,Tiền Giang,Miền Nam,TTG,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-y-khoa-tokyo-viet-nam/,THUV,Đại học Y khoa Tokyo Việt Nam,Hưng Yên,Miền Bắc,THU,Dân lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-thang-long/,TLU,Đại Học Thăng Long,Hà Nội,Miền Bắc,DTL,Dân lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-thuy-loi-co-so-1/,TLU,Đại Học Thủy Lợi (Cơ sở 1),Hà Nội,Miền Bắc,TLA,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-thuy-loi-co-so-2/,TLU,Đại Học Thủy Lợi (Cơ sở 2),Hồ Chí Minh,Miền Nam,TLS,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-thuong-mai/,TMU,Đại Học Thương Mại,Hà Nội,Miền Bắc,TMA,Công lập
